DEPARTMENT,QTY,EQUIPMENT_ID,UNIT_COST,SALE_ID,SALE_DATE,HOSPITAL_ID,LAST_UPDATE_DATE
MINOR THEATRE,1,E0271,1086.96,M000002674,2021-09-04,US_HOSP_9,2021-09-04 12:52:52.860
PHSYSIOTHERAPY,2,E0371,45.29,M000002675,2021-09-04,DE_HOSP_4,2021-09-04 13:34:34.207
THEATRE,2,E0408,7069.31,M000002675,2021-09-04,DE_HOSP_4,2021-09-04 13:34:34.207
MATERNITY,2,E0218,163.04,M000002675,2021-09-04,DE_HOSP_4,2021-09-04 13:34:34.207
OCCUPATIONAL THERAPY,2,E0289,13.59,M000002676,2021-09-04,DE_HOSP_10,2021-09-04 14:10:10.563
CASUALTY,1,E0036,40.76,M000002676,2021-09-04,DE_HOSP_10,2021-09-04 14:10:10.563
CASUALTY,3,E0028,163.04,M000002677,2021-09-04,FR_HOSP_9,2021-09-04 15:54:54.007
EYE UNIT,1,E0140,226.45,M000002677,2021-09-04,FR_HOSP_9,2021-09-04 15:54:54.007
ENT,2,E0124,5661.23,M000002677,2021-09-04,FR_HOSP_9,2021-09-04 15:54:54.007
DENTAL UNIT,2,E0092,10857.87,M000002677,2021-09-04,FR_HOSP_9,2021-09-04 15:54:54.007
WARD,1,E0032,4.08,M000002677,2021-09-04,FR_HOSP_9,2021-09-04 15:54:54.007
ORTHOPAEDIC TECHNOLOGY,2,E0302,36.23,M000002677,2021-09-04,FR_HOSP_9,2021-09-04 15:54:54.007
"THEATRE, MATERNITY",1,E0220,333.06,M000002677,2021-09-04,FR_HOSP_9,2021-09-04 15:54:54.007
X - RAY,1,E0476,1811.59,M000002678,2021-09-04,FR_HOSP_1,2021-09-04 16:39:39.597
OCCUPATIONAL THERAPY,1,E0292,40.76,M000002678,2021-09-04,FR_HOSP_1,2021-09-04 16:39:39.597
MCH/FP,4,E0238,22.64,M000002678,2021-09-04,FR_HOSP_1,2021-09-04 16:39:39.597
CSSD,8,E0050,28.82,M000002678,2021-09-04,FR_HOSP_1,2021-09-04 16:39:39.597
PHSYSIOTHERAPY,3,E0365,90.58,M000002679,2021-09-04,US_HOSP_10,2021-09-04 17:41:41.290
PHARMACY,2,E0353,135.87,M000002679,2021-09-04,US_HOSP_10,2021-09-04 17:41:41.290
ICU,2,E0151,407.61,M000002680,2021-09-04,US_HOSP_5,2021-09-04 10:27:27.467
X - RAY,1,E0471,543.48,M000002680,2021-09-04,US_HOSP_5,2021-09-04 10:27:27.467
CASUALTY,2,E0033,10.87,M000002680,2021-09-04,US_HOSP_5,2021-09-04 10:27:27.467
ICU,2,E0155,634.06,M000002681,2021-09-04,US_HOSP_7,2021-09-04 11:18:18.760
CASUALTY,5,E0002,4.08,M000002682,2021-09-04,FR_HOSP_4,2021-09-04 12:28:28.710
CASUALTY,1,E0029,200,M000002682,2021-09-04,FR_HOSP_4,2021-09-04 12:28:28.710
WARD,1,E0457,90.58,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
DENTAL LAB,1,E0071,2.72,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
PHSYSIOTHERAPY,1,E0387,634.06,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
MATERNITY,2,E0223,1358.7,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
ORTHOPAEDIC TECHNOLOGY,1,E0085,181.16,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
X - RAY,2,E0479,2264.49,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
DENTAL LAB,2,E0069,27.17,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
"THEATRE, MATERNITY",1,E0428,14215.46,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
PHSYSIOTHERAPY,2,E0369,27.17,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
DENTAL UNIT,16,E0090,9.56,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
ENT,2,E0111,135.87,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
LABORATORY,1,E0209,13586.96,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
WARD,1,E0046,241.49,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
OCCUPATIONAL THERAPY,2,E0279,18.12,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
THEATRE,1,E0049,2401.43,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
ORTHOPAEDIC TECHNOLOGY,1,E0306,90.58,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
OCCUPATIONAL THERAPY,2,E0284,2.72,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
EYE UNIT,1,E0145,3170.29,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
CSSD,1,E0051,1358.7,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
PHSYSIOTHERAPY,2,E0380,226.45,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
LABORATORY,6,E0178,226.45,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
ICU,4,E0162,1358.7,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
DENTAL LAB,1,E0086,2717.39,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
OCCUPATIONAL THERAPY,4,E0276,36.23,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
WARD,1,E0009,43.48,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
ORTHOPAEDIC TECHNOLOGY,2,E0303,45.29,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
"THEATRE, MATERNITY",1,E0429,24012.6,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
X - RAY,1,E0470,271.74,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
DENTAL LAB,2,E0059,18.12,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
DENTAL LAB,1,E0070,135.87,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
DENTAL UNIT,3,E0088,4.08,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
CASUALTY,2,E0036,40.76,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
ENT,1,E0119,317.03,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
DENTAL LAB,1,E0082,452.9,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
OCCUPATIONAL THERAPY,1,E0294,54.35,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
LABORATORY,1,E0177,299.56,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
CASUALTY,2,E0039,184.13,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
PHSYSIOTHERAPY,2,E0359,23.55,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
ENT,1,E0124,5661.23,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
ORTHOPAEDIC TECHNOLOGY,1,E0300,4.53,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
OCCUPATIONAL THERAPY,1,E0288,13.59,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
MINOR THEATRE,1,E0271,1086.96,M000002683,2021-09-05,FR_HOSP_5,2021-09-05 13:44:44.410
HDU,1,E0154,200,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
OCCUPATIONAL THERAPY,1,E0292,40.76,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
ENT,2,E0102,16.3,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
OCCUPATIONAL THERAPY,1,E0295,72.46,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
X - RAY,1,E0490,54347.83,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
CASUALTY,2,E0023,28.82,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
HDU,2,E0009,43.48,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
THEATRE,1,E0408,7069.31,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
LABORATORY,1,E0190,88.77,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
PHSYSIOTHERAPY,2,E0363,6.79,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
HDU,1,E0027,135.87,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
LABORATORY,2,E0177,299.56,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
WARD,2,E0003,5.43,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
WARD,1,E0027,135.87,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
CASUALTY,1,E0014,13.59,M000002684,2021-09-05,US_HOSP_5,2021-09-05 14:40:40.063
OCCUPATIONAL THERAPY,1,E0282,63.41,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
OUT PATIENT DEPARTMENT,8,E0019,86.05,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
EYE UNIT,1,E0148,7699.28,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
ORTHOPAEDIC TECHNOLOGY,1,E0301,18.12,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
EYE UNIT,2,E0139,7246.38,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
OCCUPATIONAL THERAPY,2,E0291,31.7,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
OUT PATIENT DEPARTMENT,1,E0347,181.16,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
DENTAL LAB,1,E0062,18.12,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
CASUALTY,1,E0049,2401.43,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
CASUALTY,2,E0043,1164.86,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
WARD,1,E0037,58.88,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
MINOR THEATRE,1,E0020,200,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
PHSYSIOTHERAPY,2,E0381,407.61,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
X - RAY,1,E0486,27173.91,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
THEATRE,2,E0413,452.9,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
THEATRE,2,E0399,45.29,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
ENT,1,E0127,5434.78,M000002685,2021-09-05,FR_HOSP_6,2021-09-05 15:21:21.207
MCH/FP,4,E0235,3.62,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
DENTAL LAB,3,E0057,4.53,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
THEATRE,1,E0044,6723.52,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
THEATRE,4,E0393,31.7,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
PHARMACY,2,E0349,634.06,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
THEATRE,2,E0402,271.74,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
MCH/FP,1,E0255,90.58,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
LABORATORY,2,E0199,2122.41,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
THEATRE,2,E0410,24012.6,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
CASUALTY,1,E0030,634.06,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
PHSYSIOTHERAPY,1,E0368,21.74,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
THEATRE,2,E0406,4528.99,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
MATERNITY,2,E0215,16.3,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
ICU,1,E0175,42572.46,M000002686,2021-09-05,FR_HOSP_5,2021-09-05 16:53:53.147
WARD,1,E0020,344.2,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
X - RAY,2,E0480,31702.9,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
LABORATORY,2,E0202,3115.1,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
MINOR THEATRE,2,E0237,16.3,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
"THEATRE, MATERNITY",1,E0027,135.87,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
OUT PATIENT DEPARTMENT,1,E0030,634.06,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
ENT,1,E0126,2221.92,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
ORTHOPAEDIC TECHNOLOGY,1,E0308,9.06,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
PHARMACY,1,E0354,271.74,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
WARD,1,E0453,45.29,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
PHSYSIOTHERAPY,1,E0374,73.37,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
OCCUPATIONAL THERAPY,2,E0287,13.59,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
WARD,1,E0449,317.03,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
OUT PATIENT DEPARTMENT,1,E0190,88.77,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
ENT,2,E0115,226.45,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
DENTAL LAB,2,E0064,1.81,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
PHSYSIOTHERAPY,3,E0360,38.04,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
LABORATORY,2,E0187,2282.61,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
MCH/FP,2,E0036,40.76,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
EYE UNIT,1,E0144,2173.91,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
X - RAY,1,E0483,79710.14,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
WARD,1,E0458,135.87,M000002687,2021-09-05,US_HOSP_10,2021-09-05 17:03:03.993
DENTAL UNIT,1,E0095,289.86,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
CASUALTY,1,E0046,241.49,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
CASUALTY,2,E0025,59.78,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
X - RAY,1,E0474,1086.96,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
PHSYSIOTHERAPY,2,E0386,1512.68,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
ENT,1,E0128,11322.46,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
THEATRE,1,E0396,307.36,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
LABORATORY,1,E0208,4690.6,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
ICU,1,E0044,6723.52,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
PHSYSIOTHERAPY,1,E0378,149.46,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
DENTAL LAB,1,E0085,905.8,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
EYE UNIT,1,E0129,17.21,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
LABORATORY,1,E0194,317.03,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
MCH/FP,2,E0032,4.08,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
WARD,2,E0251,181.16,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
ICU,1,E0171,1068.84,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
CASUALTY,2,E0038,135.87,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
DENTAL LAB,2,E0066,11.32,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
THEATRE,1,E0035,17.21,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
PHSYSIOTHERAPY,2,E0375,90.58,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
MCH/FP,2,E0232,4.53,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
DENTAL LAB,1,E0081,452.9,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
WARD,2,E0442,72.46,M000002688,2021-09-05,FR_HOSP_2,2021-09-05 10:42:42.860
DENTAL UNIT,1,E0093,260.59,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
X - RAY,1,E0484,4528.99,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
ENT,1,E0108,67.93,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
"THEATRE, MATERNITY",1,E0408,7069.31,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
CASUALTY,1,E0022,4.53,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
CASUALTY,1,E0003,5.43,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
PHSYSIOTHERAPY,1,E0379,226.45,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
WARD,1,E0237,16.3,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
X - RAY,1,E0476,1811.59,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
EYE UNIT,1,E0149,10869.57,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
MINOR THEATRE,1,E0237,16.3,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
LABORATORY,1,E0182,90.58,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
MINOR THEATRE,1,E0271,1086.96,M000002689,2021-09-05,US_HOSP_5,2021-09-05 11:02:02.660
ORTHOPAEDIC TECHNOLOGY,1,E0298,344.2,M000002690,2021-09-05,DE_HOSP_1,2021-09-05 12:01:01.363
X - RAY,1,E0491,63405.8,M000002690,2021-09-05,DE_HOSP_1,2021-09-05 12:01:01.363
LABORATORY,2,E0186,407.61,M000002690,2021-09-05,DE_HOSP_1,2021-09-05 12:01:01.363
MATERNITY,1,E0208,4690.6,M000002690,2021-09-05,DE_HOSP_1,2021-09-05 12:01:01.363
CSSD,2,E0054,452.9,M000002690,2021-09-05,DE_HOSP_1,2021-09-05 12:01:01.363
PHSYSIOTHERAPY,3,E0277,181.16,M000002690,2021-09-05,DE_HOSP_1,2021-09-05 12:01:01.363
LABORATORY,2,E0203,4076.09,M000002690,2021-09-05,DE_HOSP_1,2021-09-05 12:01:01.363
MCH/FP,1,E0233,18.12,M000002690,2021-09-05,DE_HOSP_1,2021-09-05 12:01:01.363
CASUALTY,2,E0033,10.87,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
OCCUPATIONAL THERAPY,1,E0278,14.49,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
LABORATORY,1,E0201,2647.44,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
OCCUPATIONAL THERAPY,1,E0299,271.74,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
ORTHOPAEDIC TECHNOLOGY,1,E0318,724.64,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
HDU,1,E0040,226.45,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
X - RAY,1,E0468,27.17,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
DENTAL LAB,1,E0067,5.43,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
EYE UNIT,1,E0140,226.45,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
ORTHOPAEDIC TECHNOLOGY,1,E0304,90.58,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
ENT,2,E0122,507.25,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
CASUALTY,1,E0048,1811.59,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
THEATRE,2,E0415,1086.96,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
MCH/FP,2,E0003,5.43,M000002691,2021-09-05,DE_HOSP_1,2021-09-05 13:12:12.107
CASUALTY,1,E0034,13.59,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
MATERNITY,6,E0021,1.36,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
ENT,1,E0114,181.16,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
MCH/FP,1,E0033,10.87,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
CASUALTY,2,E0007,16.3,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
MINOR THEATRE,2,E0003,5.43,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
OUT PATIENT DEPARTMENT,4,E0009,43.48,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
LABORATORY,4,E0183,342.39,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
DENTAL LAB,1,E0084,543.48,M000002692,2021-09-05,DE_HOSP_6,2021-09-05 14:32:32.547
EYE UNIT,1,E0134,217.39,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
DENTAL LAB,3,E0061,18.12,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
WARD,1,E0038,333.06,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
ENT,2,E0118,317.03,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
CASUALTY,1,E0018,49.82,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
OCCUPATIONAL THERAPY,4,E0277,63.41,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
LABORATORY,1,E0185,299.56,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
ICU,1,E0027,135.87,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
WARD,2,E0440,43.52,M000002693,2021-09-05,US_HOSP_3,2021-09-05 15:08:08.013
ICU,1,E0159,135.87,M000002694,2021-09-05,FR_HOSP_8,2021-09-05 16:51:51.807
LABORATORY,1,E0180,588.77,M000002694,2021-09-05,FR_HOSP_8,2021-09-05 16:51:51.807
CASUALTY,2,E0044,6723.52,M000002694,2021-09-05,FR_HOSP_8,2021-09-05 16:51:51.807
ORTHOPAEDIC TECHNOLOGY,1,E0324,1811.59,M000002694,2021-09-05,FR_HOSP_8,2021-09-05 16:51:51.807
MATERNITY,1,E0225,634.06,M000002695,2021-09-05,DE_HOSP_8,2021-09-05 17:40:40.533
DENTAL UNIT,1,E0100,4690.6,M000002695,2021-09-05,DE_HOSP_8,2021-09-05 17:40:40.533
LABORATORY,1,E0195,1086.96,M000002695,2021-09-05,DE_HOSP_8,2021-09-05 17:40:40.533
"THEATRE, MATERNITY",1,E0029,200,M000002695,2021-09-05,DE_HOSP_8,2021-09-05 17:40:40.533
ENT,2,E0103,17.66,M000002695,2021-09-05,DE_HOSP_8,2021-09-05 17:40:40.533
ORTHOPAEDIC TECHNOLOGY,1,E0312,362.32,M000002695,2021-09-05,DE_HOSP_8,2021-09-05 17:40:40.533
DENTAL UNIT,10,E0091,253.62,M000002696,2021-09-05,FR_HOSP_7,2021-09-05 10:14:14.057
CASUALTY,2,E0028,163.04,M000002697,2021-09-05,DE_HOSP_10,2021-09-05 11:11:11.357
DENTAL UNIT,1,E0094,271.74,M000002697,2021-09-05,DE_HOSP_10,2021-09-05 11:11:11.357
MCH/FP,1,E0217,40.76,M000002697,2021-09-05,DE_HOSP_10,2021-09-05 11:11:11.357
CASUALTY,5,E0004,5.43,M000002698,2021-09-05,US_HOSP_7,2021-09-05 12:55:55.050
THEATRE,4,E0395,163.04,M000002698,2021-09-05,US_HOSP_7,2021-09-05 12:55:55.050
EYE UNIT,1,E0136,407.61,M000002698,2021-09-05,US_HOSP_7,2021-09-05 12:55:55.050
"THEATRE, MATERNITY",1,E0426,3842.02,M000002699,2021-09-05,US_HOSP_2,2021-09-05 13:06:06.407
LABORATORY,2,E0179,58.88,M000002699,2021-09-05,US_HOSP_2,2021-09-05 13:06:06.407
OCCUPATIONAL THERAPY,2,E0285,6.34,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
THEATRE,2,E0396,307.36,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
LABORATORY,1,E0190,88.77,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
CASUALTY,3,E0012,7.25,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
OUT PATIENT DEPARTMENT,1,E0341,163.04,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
MINOR THEATRE,1,E0271,1086.96,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
X - RAY,3,E0466,1811.59,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
CASUALTY,2,E0032,4.08,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
CASUALTY,3,E0028,163.04,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
CASUALTY,3,E0008,22.64,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
OUT PATIENT DEPARTMENT,2,E0340,135.87,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
ICU,1,E0044,6723.52,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
ICU,1,E0157,241.67,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
HDU,1,E0027,135.87,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
CASUALTY,1,E0048,1811.59,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
ICU,1,E0009,43.48,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
WARD,1,E0011,241.67,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
WARD,1,E0255,90.58,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
DENTAL LAB,1,E0077,226.45,M000002700,2021-09-06,FR_HOSP_8,2021-09-06 14:57:57.883
